src_id,dest_id,routes,path
5598639595,272048015,X,"5598639595,2607436609,2607436581,2607436589,5598639538,5598639537,5598639534,5598639539,2607436591,2607436592,2607436593,2607436595,2607436596,2607436597,5027298043,2599137940,5597886710,2599137941,5027298041,2599137942,2599137961,2599137943,5027298039,2599137944,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
95709746,265674141,X,"95709746,2765507080,862275136,265674141"
562412582,95709746,X,"562412582,562412555,1907560774,3940895510,3940895511,2607436633,3940895512,1907560773,3940895513,95708932,2607436572,1907560771,2607436574,95707084,2607436563,2607436562,2283899823,2283899822,95709746"
2607436578,562412582,X,"2607436578,559373757,559748659,5674106219,2276471063,95708764,2276471058,277606337,562412582"
95717604,95712762,W,"95717604,95717425,2584424872,95713482,95717603,498650431,271743218,5600009205,95713435,95716934,3942697388,5599935571,3942697391,3942697390,3942441850,3942441851,3942441833,3942697389,3942697394,5599935565,3942697385,3942697382,3942697370,5674150447,3942697374,3942697373,3942441830,3942441831,3942441832,3942697372,3942697371,5599935584,3942688440,559373141,5599954334,95716931,5599954324,5599926118,3942353082,3942353122,5598433940,3942353119,3942353105,3942353106,3942353107,3942353123,3942353130,3942353108,3942353109,3942353110,3942353131,3942353132,5598433939,3942353096,277046658,95712770,3078996367,273245111,566900815,271830416,3921122579,566900839,3921122580,95712771,2588617974,518297464,265024841,272591451,95712762"
95715559,95712801,W,"95715559,2585422684,2432703964,95715560,2432703968,2432703973,2432703978,2432703980,95712801"
95715556,95715559,W,"95715556,761542977,95715557,597021867,597021872,597021870,95715558,95710949,2432703957,95715559"
3900961309,95715556,W,"3900961309,596986224,3119668797,596986226,256206397,390375019,2577777830,95715556"
95712762,95717425,W,"95712762,272591451,265024841,518297464,2588617974,95712771,3921122580,566900839,3921122579,271830416,566900815,273245111,3078996367,95712770,277046658,3942353096,5598433938,3942353118,3942353130,3942353123,5598433941,3942353082,5599926118,5599954324,95716931,5599954334,559373141,3942688440,5599935583,3942697369,3942441826,3942441827,3942441828,3942441819,3942697375,5674150448,3942697370,3942697382,3942697385,5599935566,3942697393,95716933,3942441847,3942441839,3942697386,5599935572,3942697388,95716934,95713435,5600009205,271743218,498650431,95717603,95713482,2584424872,95717425"
1783152169,3936513778,V,"1783152169,1783152170,1901843115,531015804,1901843119,1783152172,1228850335,5674119320,531015746,5674121522,3936513050,3936513793,5674121527,531015740,3936513789,3936513786,3936513785,3936513780,3936513779,3936513778"
3937107117,1783152169,V,"3937107117,3937107118,3937107119,3119662978,3936304692,3119662990,3119662982,3119662976,3119662963,3937107216,3937107215,3937107214,3937107213,3937107212,1609432340,1783152166,1901843110,531015803,1901843114,1783152169"
498524166,5674148933,Q,"498524166,1366304024,1366304012,498524162,4092957300,498524158,4092957292,576440424,498524153,95715423,5674150453,5674148934,498524150,5674148933"
3283186569,2560323391,Q,"3283186569,597022008,256215905,2432704007,2432704009,2432704013,2432704015,256215906,256203560,256203558,2560305441,2432704050,2560305422,2579936441,2432704052,5461052801,599174611,2560323387,2579936431,2579936406,2560323391"
256205791,3283186569,Q,"256205791,256198094,95712802,2585422693,95712801,95712800,2432703991,2432703993,2432065094,3283186572,95719801,3283186569"
2849810514,256205791,Q,"2849810514,2849813488,2849813501,256116175,2849810519,2849813508,2849813506,2849810722,256205791"
95715577,95715572,Q,"95715577,95715576,95715575,95715574,95714860,3119663201,256198519,95715573,2432065092,95715572"
2432065144,95715577,Q,"2432065144,2765427651,597499429,2765427650,3935240167,95715581,2765427648,95715580,597499425,3935240172,395030682,95715579,95715578,95715577"
599381072,395030214,Q,"599381072,2432065119,2432065133,2432065152,2432065107,366763920,366763919,95715586,366764152,366764151,395030214"
3952968558,599381072,Q,"3952968558,95714170,4077339441,366764618,366764617,366764616,366764615,366764614,366764613,2131732665,366764612,366771966,366764453,366764346,1884628343,5445083575,4583424147,95710208,5445083576,4923751181,599381072"
2581501073,2580278629,Q,"2581501073,2580278618,2580278619,2580278620,2580278621,2580278622,2580278623,366767948,3961064394,2580278624,2580278625,2580278626,2580278627,2580278628,2580278629"
95711206,4223226711,Q,"95711206,95711205,95711204,2543693623,720449865,720449863,4223226711"
95722843,95711206,Q,"95722843,95722271,364126459,274489609,256045610,274489608,95709342,95711208,720459126,720459124,95711207,95711206"
5439130117,95722843,Q,"5439130117,95719473,5439130110,3076146959,95719474,282317446,95722843"
3935255037,3935255015,Q,"3935255037,3935255043,3935255006,95711162,3935255015"
95715286,564464462,Q,"95715286,564464464,95721874,95716339,395133442,564464462"
271794589,5027298051,Q,"271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,5398405996,2442177049,2442177048,95714491,574898803,5027298051"
564464462,364125326,Q,"564464462,95710049,95720932,95718342,95720933,364125326"
364125326,564464462,P,"364125326,95720933,95718342,95720932,95710049,564464462"
5674124848,5398417042,P,"5674124848,3935230615,366767420,1277210013,256024716,3935255015,95711162,3935255006,3935255043,3935255037,3935255024,265383982,5444541568,95710171,5398417042"
3935242279,2312165182,P,"3935242279,599394518,599394516,599394514,366769464,599395342,599395343,366769852,599395341,2312165182"
95719103,3935242279,P,"95719103,3935167241,3935167393,565042046,95706323,3076147004,5674177707,95719471,3935230594,3935230593,366757009,3935242289,5674177703,599394519,5674177705,3935242279"
95722271,3076146959,P,"95722271,95722843,282317446,95719474,3076146959"
95711206,95722271,P,"95711206,95711207,720459124,720459126,95711208,95709342,274489608,256045610,274489609,364126459,95722271"
2581501095,265413593,P,"2581501095,3529171961,599392537,599392536,2580278654,2580278602,599392535,2580278610,265413593"
2580285968,2580279694,P,"2580285968,599389929,599389927,95717643,599389926,2580279706,599389924,2580279694"
95714170,2580285968,P,"95714170,3952968558,3952968491,1897585206,599381590,3952968492,4923751186,599382540,599382541,599382542,599382543,599382544,599382545,599382546,599383288,599383291,599383293,599383262,599383265,599383268,599383259,599383281,599383284,2580285979,599383275,3247592327,599383278,599383272,2580285978,2189978614,2189978617,2580285976,1897585286,2580285975,2580285974,599383254,2580285972,2580285971,2580285970,2580285969,2581963455,599389931,2580285956,599389930,2580285968"
2432065092,95715578,P,"2432065092,95715573,256198519,3119663201,95714860,95715574,95715575,95715576,95715577,95715578"
95711280,5352536590,P,"95711280,366761720,366761719,125001847,366761718,366761717,5352536572,5352536582,5352536588,5352536589,5352536590"
95712807,95711280,P_W,"95712807,2849810527,256206204,2849810528,95712808,3977496827,3935232671,95722263,95711280"
95712801,3119663186,P_W,"95712801,2585422693,95712802,256198094,256205791,2849810722,2849813506,2849813508,2849810519,256116175,2849813501,2849813488,2849810514,3119663186"
2432704005,95712801,P,"2432704005,2432704003,2432704001,2432703996,2432703989,95712800,95712801"
2579936417,2432704005,P,"2579936417,2579936423,2579936432,2579936433,2579936435,2579936437,2579936438,2579936440,2432704049,2432704017,2432704016,2432704014,2432704012,2432704008,2432704006,2432704005"
2312165182,5674124848,P,"2312165182,3935254771,3935230612,95718990,5674124848"
5027298044,559308544,G_J,"5027298044,490515026,559739124,490518243,559726637,559308542,95719475,559308544"
5674148934,498524158,P,"5674148934,5674150453,95715423,498524153,576440424,4092957292,498524158"
95711362,5674148800,O_Z,"95711362,2560305184,95711361,95709168,272162096,1366303489,2195113334,2195113333,1815032088,376069909,2558780916,2558780913,2558780910,376069890,575319453,5674148800"
2581548134,429270459,L,"2581548134,95711788,2579929963,3954294418,395033596,395033595,2579929953,95710224,3954294407,95711577,429270459"
575169101,575199593,F,"575169101,3935230543,3935230571,3935230572,3935230573,3935230556,3935230561,3935230574,3935230544,575199593"
4924139009,95711362,O_Z,"4924139009,271823761,4924139013,95711571,2560305198,2560305206,95711363,95711362"
95711574,4924139009,O,"95711574,2560305076,1190339508,95711573,2560211039,5444858691,2560211047,5398409209,267547406,4924139009"
272954618,575168935,F,"272954618,95710446,95710449,2543693747,2543693738,2543693750,2543693744,95710450,2543693741,95710451,366757153,95710453,95710456,2543693753,575168935"
2579936805,3534592785,O,"2579936805,599174645,2579936447,2579936448,2579936449,2579936450,2579936451,2579936452,2579936393,2579936424,1190339608,2589770804,2448426677,1190339584,2589851561,2589851559,95721694,2579936392,577481927,577481949,3534593207,95722485,3534592785"
2578985048,2579936805,O_Z,"2578985048,599175932,599175931,599175930,599174651,599174649,2589770799,599174648,599174647,2560305381,599174646,2579936805"
256219131,95712140,O_Z,"256219131,2557647251,525782800,1918174661,95712139,256219136,1836075440,1836075450,1918174673,1918174688,1918174695,95712140"
3952968558,5553493395,O_Z,"3952968558,4077339442,3952968675,4593714072,3952968676,3952968677,3952968678,3952968679,3952968680,3952968681,3952968682,3952968683,4593714078,3952968665,1918200610,5553493305,5553493306,5553493378,5553493379,5553493380,5553493381,5553493382,256235240,5553493384,5553493385,5553493386,3952427876,5553493387,5553493388,5553493389,1918200594,5553493390,5553493417,5553493391,5553493392,5553493393,5553493394,5553493395"
95713485,95714499,M_O_Z,"95713485,2442177559,498527991,5674150450,2599137955,95713486,5674150449,2590909398,2590909399,1837168494,95714499"
95713485,95717425,M,"95713485,2616889097,95711354,95711355,5754883274,95714188,5754883277,4924137206,95717425"
5674148800,5274411946,O_Z,"5674148800,276828085,2590805891,5674148943,5674148945,95714192,5674150455,272162288,5674150456,95714191,5274411945,5274411946"
95718585,2580278641,E_Q,"95718585,265416670,575282016,95706943,282545625,282545626,95706947,403318730,256187944,265413593,2580278641"
596986226,3900962592,M_W,"596986226,3119668797,596986224,3900961282,95715555,3900961279,95715510,95719230,3900961292,366761172,366761171,366761170,256203608,3900961298,3900961301,256203609,95719229,366761247,95719228,3900962592"
2432065089,95715558,M_W,"2432065089,95714580,2432704000,95712800,2432703985,2432703971,2432703967,2432703965,2432703963,2432703961,2432703959,95710949,95715558"
3900961309,2432065135,M,"3900961309,596986224,3119668797,596986226,256206397,390375019,2577777830,95715556,2432065135"
5027298051,5674107548,K_Q,"5027298051,95714490,5027298054,95706378,276305912,95708478,366760651,95707110,2599137920,95713570,5674107548"
95719227,3900961309,M_W,"95719227,366761258,3900962592,95719228,366761247,95719229,256203609,3900961281,3900961306,3900961308,3900961307,3900961302,3900961286,3900961295,3900961297,3900961310,3900961315,3900961290,3900961293,3900961309"
95715582,366764149,P,"95715582,95715583,95715584,366763951,395029999,366763952,366763953,95715585,366764148,366764149"
5553493395,256219131,O_Z,"5553493395,5553493396,5553493397,5553493398,1918200467,5553493399,5553493400,5553493401,5553493402,5553493403,5553493404,5553493405,5553493406,95714168,265500400,3897712341,282318813,5623317951,5623317950,256219131"
273245111,5674111323,L_W,"273245111,3078996367,95712770,277046658,3942353096,5598433938,3942353118,3942353130,3942353123,3942353107,3942353106,3942353105,3942353119,3942353104,3942353125,5598433942,3942353126,265024842,480680078,5674111323"
5674218701,429270479,L,"5674218701,2581914771,2581914770,3950753356,3950754057,390381534,2195113346,2195113345,95721279,95721240,429270479"
429270459,5674218701,L,"429270459,95722414,1834821469,95710390,3950754067,3950754066,1834821465,95719854,429270474,5674218701"
5352536590,2432065092,P,"5352536590,5352536573,2585447513,3897735412,95715569,2432065081,2432065105,5149072048,95715570,2432065123,2432065103,2432065146,95715571,2432065087,95715572,2432065092"
2581548134,95711574,O,"2581548134,95711788,2579929963,3954294418,395033596,395033595,2579929953,95710224,3954294407,95711577,1834821475,2579929966,1834821461,95711576,95711575,2560305081,2560305083,95711574"
3952968558,5398189131,A,"3952968558,95714170,4077339441,366764618,366764617,366764616,366764615,366764614,366764613,2131732665,366764612,366771966,366764453,366764346,1884628343,5445083575,4583424147,95710208,5445083580,3957554200,4923751177,5398189132,4923751175,5398189131"
3534592785,2581548134,L_O,"3534592785,577481985,577481969,577481866,2581824421,5444858697,577481841,429270454,95715701,2581548134"
95717702,1834815892,L,"95717702,95717701,95717700,1834815892"
95713018,95717308,L,"95713018,1790661279,95716327,1790661248,1790661273,95714647,2093017317,2093017310,95715706,95717308"
5674148942,95711355,E,"5674148942,95711356,95711355"
1997141665,95713018,L,"1997141665,95717369,1997141667,1997141669,256195395,2581960331,2581960385,2581960376,2581960399,2581960398,2581960397,95712838,2580285007,2580285008,2580285006,2580285962,95712840,95712841,599389930,2580285003,2580285005,2580285980,267280400,95716328,95713018"
95712762,273245111,L_W,"95712762,272591451,265024841,518297464,2588617974,95712771,3921122580,566900839,3921122579,271830416,566900815,273245111"
2447793859,1997141665,L,"2447793859,2447793860,95717361,256195046,95711258,2581960325,2581960326,95714079,256196431,2581960327,2581960328,2581960330,2581960329,95711489,1997141661,1997141663,1997141665"
256086279,2447793859,L,"256086279,2581960292,2581960297,2581960298,2581960299,2581960300,2581960301,2581960312,2447798313,2447798311,2447798312,95716559,2447798310,95717352,2581960321,95717355,2581960322,95717356,2581960323,256195238,95717360,2447793861,2447793859"
573919278,5674148942,E,"573919278,722562922,722562926,5674148812,722610493,573919276,2590587323,3951044613,5674148811,95711358,5674148939,5674148941,95711357,5674148942"
95717345,256086279,L,"95717345,2581960268,2581960269,497268810,256200827,95717347,2581960282,497294640,95717348,2581960283,2581960284,256086279"
95711280,2432065089,W,"95711280,366761720,366761719,125001847,366761718,366761717,5352536572,5352536582,5352536588,5352536589,5352536590,5352536573,5352536581,5352536579,5352536580,5352536591,95710201,5352536578,5352536576,5352536577,5352536584,5352536585,5352536571,2432065142,3899075491,3899075488,95715568,3897735409,2432065148,3899075470,3897735410,95715567,2585447496,5608319659,95715566,4924186104,2585447493,3897540627,2432065125,95715565,5149040798,2432065101,5149040799,2432065096,5149040800,5149040801,95715564,2432065117,5149040803,5149040802,256215899,5149040805,5149040804,2432065077,95715563,95715562,95715561,2432065089"
95718049,95717967,L,"95718049,95717967"
577481841,5439281188,L,"577481841,5444858697,2581824421,577481866,577481969,577481985,3534592785,95722485,3534592786,5439281191,5439281188"
3954294407,577481841,L,"3954294407,95710224,2579929953,395033595,395033596,3954294418,2579929963,95711788,2581548134,95715701,429270454,577481841"
429270474,3954294407,L,"429270474,95719854,1834821465,3950754066,3950754067,95710390,1834821469,95722414,429270459,95711577,3954294407"
1190339479,4924139009,Z,"1190339479,1190339486,2560211019,2560211013,2560211002,2560211022,2560211001,599174609,599174608,2560211030,5398409207,5444858693,2560210998,267547406,4924139009"
95720460,95713321,L,"95720460,4066072950,498644892,282545964,95713489,95713488,95713321"
95713321,95720460,L,"95713321,95713488,95713489,282545964,498644892,4066072950,95720460"
271794589,5674148934,P,"271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,5597844894,5027298037,2599137946,5027298036,2599137947,5027298035,5597844884,2599137948,2599137949,2599137950,2599137951,2599137952,2599137959,5027298033,2599137954,5674150445,2599137955,5674150444,2599137956,2599137957,2599137958,498524143,5674148933,498524150,5674148934"
95712762,95713485,L,"95712762,272591451,265024841,518297464,2588617974,95712771,3921122580,566900839,3921122579,271830416,566900815,273245111,3078996367,95712770,277046658,3942353096,5598433938,3942353118,3942353130,3942353123,5598433941,3942353082,5599926118,5599954324,95716931,5599954334,559373141,3942688440,5599935583,3942697369,3942441826,3942441827,3942441828,3942441819,3942697375,5674150448,3942697370,3942697382,3942697385,5599935566,3942697393,95716933,3942441847,3942441839,3942697386,5599935572,3942697388,95716934,95713435,5600009205,271743218,498650431,95717603,95713482,2584424877,95713483,2584424871,2584424867,95713484,2558780688,95711354,2616889097,95713485"
95713485,95712762,L,"95713485,2616889097,95711354,2558780688,95713484,2584424867,2584424871,95713483,2584424877,95713482,95717603,498650431,271743218,5600009205,95713435,95716934,3942697388,5599935571,3942697391,3942697390,3942441850,3942441851,3942441833,3942697389,3942697394,5599935565,3942697385,3942697382,3942697370,5674150447,3942697374,3942697373,3942441830,3942441831,3942441832,3942697372,3942697371,5599935584,3942688440,559373141,5599954334,95716931,5599954324,5599926118,3942353082,3942353122,5598433940,3942353119,3942353105,3942353106,3942353107,3942353123,3942353130,3942353108,3942353109,3942353110,3942353131,3942353132,5598433939,3942353096,277046658,95712770,3078996367,273245111,566900815,271830416,3921122579,566900839,3921122580,95712771,2588617974,518297464,265024841,272591451,95712762"
95717308,95711387,L,"95717308,95711392,95711391,2093017312,95711390,95711389,334276824,334278861,95711388,95711387"
395030214,2432065144,Q,"395030214,366764150,366764149,366764148,95715585,366763953,366763952,395029999,366763951,95715584,95715583,95715582,2432065144"
95721804,95712924,D_P,"95721804,95712924"
573992110,2599137935,K,"573992110,3897494140,573992100,3897494144,4128286522,5674102623,95713570,2599137921,2599137922,2599137923,2599137924,2599137925,2599137926,2599137928,2599137932,2599137933,2599137934,5027298050,2599137935"
95717967,95717345,L,"95717967,95722502,2548178794,95717343,256195477,95717344,2581960267,95717345"
95712140,4595133310,O_Z,"95712140,1918174700,1918174702,1918174711,1918174723,1918174730,95712141,1836075461,95712143,1834815874,5674257881,95712144,5674257886,4595133310"
559308544,95713500,G_J,"559308544,3951172252,95713500"
267567432,573992110,K,"267567432,95713573,95710379,1919602416,95713572,573992111,95713571,573992110"
5674148933,95714499,Q,"5674148933,498524143,2599137931,498536686,5674148932,95713486,5674150449,2590909398,2590909399,1837168494,95714499"
4069367849,267567432,K,"4069367849,95713575,95713574,267567432"
2580285003,2580285987,Q,"2580285003,2580285005,2580285980,2580285981,2580285982,2580285983,2580285984,2580285985,2580285986,2580285987"
1918186801,1918186801,A,1918186801
95720460,429270479,L,"95720460,3945157661,429270485,95718595,429270486,721806724,429270479"
429270479,95720460,L,"429270479,721806724,429270486,95718595,429270485,3945157661,95720460"
1834815892,2558584691,L,"1834815892,95717699,2557662703,95715115,95717698,95717697,2558584691"
95719474,95713500,G,"95719474,265391448,95710215,265395364,265394842,95713500"
95721152,95722987,K,"95721152,95721867,2849848119,95720652,95715778,4070460096,95722989,2434306813,95714568,2434306808,2434306803,2434306806,95722988,2434306800,256089641,2434306797,2434306794,3980502871,256089612,95722987"
5674111323,5598639595,J,"5674111323,5674111324,530445028,480680081,518293125,359390889,271831009,2276473527,95712768,2338812019,4924099066,5598460656,95708416,5597988524,5598547650,480633509,2276471062,5597988531,5597988550,1907659228,2276471061,2607436619,2607436618,5674106218,5597932613,2607436576,2607436617,2607436615,2607436614,5597932575,2607436613,2607436611,2607436610,5598639595"
95719475,559739124,G,"95719475,559308542,559726637,490518243,559739124"
95711362,271823761,A_O_Z,"95711362,95711363,2560305206,2560305198,95711571,4924139013,271823761"
95711387,95717702,L,"95711387,95711385,1836075458,395032893,95711384,1836075441,1836075476,256084580,1836075455,1836075447,95709164,95717702"
95712924,2849846600,Q,"95712924,95721804,2849846600"
95713500,95719475,G,"95713500,3951172252,559308544,95719475"
2560323391,1190339479,Q_Z,"2560323391,599174610,2560305371,2560323393,2560305323,2560305313,1190339479"
366756982,5439130117,G,"366756982,575169098,3935230542,3935230579,95710461,3935230557,4107862070,3935230256,3935230534,3935230248,5674177710,95719471,5674177707,3076147004,95706323,565042046,3935167393,3935167241,95719103,5439130117"
498524158,498524172,P,"498524158,4092957300,498524162,1366304012,1366304024,498524166,498524168,498524172"
95722987,4069367849,K,"95722987,95715528,95722986,95710382,4069367850,4069367849"
2580285993,3952968558,Q,"2580285993,2580285994,2580285995,2580285996,2580285997,2580285998,2580285999,599383259,599383268,599383265,599383262,599383293,599383291,599383288,599382546,599382545,599382544,599382543,599382542,599382541,599382540,4923751186,3952968492,599381590,1897585206,3952968491,3952968558"
95712925,256192375,B,"95712925,95712928,95718758,256192375"
95710465,366756982,G,"95710465,575199390,3960899118,366756946,632008021,632008020,366757109,3960899119,3960899126,366757110,366756982"
95718750,95710465,G,"95718750,565020618,565020620,95718751,95718752,95710466,575168823,366757108,95710465"
95713500,3076146959,G_J,"95713500,265394842,265395364,95710215,265391448,95719474,3076146959"
4005153480,2853084955,G,"4005153480,2853084961,4005153482,2853084960,2565888343,2853084956,95718746,2853084955"
2579936805,2560323391,Z,"2579936805,599174645,2579936414,599174611,2560323387,2579936431,2579936406,2560323391"
3937107151,3937107117,V,"3937107151,3937107152,3937107149,95707025,95707015,3937107142,1893016448,95707002,95704196,95707123,3937107101,2560858265,3937107113,3119662932,3119662972,3119662970,3937107114,3937107115,3937107116,1093662520,3937107117"
597031354,2432065089,M,"597031354,597031355,2585447480,95715563,95715562,95715561,2432065089"
95718742,4005153480,G,"95718742,1919602421,95718743,95718744,366756931,95714397,1919602449,4005153474,1919602439,4005153477,95718745,256038126,2853084962,4005153480"
95713476,95712925,B,"95713476,720459158,265397420,95714016,256089113,95718759,95712925"
5027298040,95718668,F,"5027298040,2599118965,429271843,429271847,95718668"
95718668,5027298040,F,"95718668,429271847,429271843,2599118965,5027298040"
2853084955,256038126,G_J,"2853084955,95718746,2853084956,2565888343,2853084960,4005153482,2853084961,4005153480,2853084962,256038126"
575169098,366757108,G_J,"575169098,366756982,366757110,3960899126,3960899119,366757109,632008020,632008021,366756946,3960899118,575199390,95710465,366757108"
95719103,575169098,G_J,"95719103,3935167241,3935167393,565042046,95706323,3076147004,5674177707,95719471,5674177711,3935230249,3935230250,3935230523,3935230251,3935230252,3935230253,3935230254,3935230255,3935230551,3935230560,3935230559,3935230558,3935230557,95710461,3935230550,3935230549,3935230548,3935230578,3935230542,575169098"
2579936421,1918186801,A_O_Z,"2579936421,2579936422,599174646,2560305381,599174647,599174648,2589770799,599174649,599174651,599175930,599175931,599175932,2578985048,395032401,1585798785,1585798882,5674257895,1585798873,1585798826,1585798798,1585798777,1585798766,1585798748,1585798733,1585798727,1585798740,1585798757,1585798770,1585798793,1585798814,1585798853,1585798918,1585798944,1585799151,5674257897,1585799463,1585799483,1918186801"
5439281188,395032653,L,"5439281188,2558584687,2558584688,2558584689,2558584690,95719997,395032653"
