src_id,dest_id,routes,path
5027298040,272048015,F,"5027298040,95714496,2599137961,2599137943,5027298039,2599137944,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
95717604,95713485,M,"95717604,2590816050,4924137210,5674148925,95714189,5674148923,2559347404,2559347407,5674148924,95711356,95711355,95711354,2616889097,95713485"
575168935,575169101,F,"575168935,506266126,575168938,95710459,2543693765,575199661,575199632,575169102,575199583,575169101"
4223226711,95718585,Q,"4223226711,95711203,95709327,2562376283,256187269,2562376295,2562376296,95711701,2562376293,95711002,95718585"
95718585,4223226711,F_P,"95718585,95711002,2562376293,95711701,2562376296,2562376295,256187269,2562376283,95709327,95711203,4223226711"
1190339479,498524172,Q,"1190339479,1190339486,2560211019,2560211013,2560211002,2560211022,2560211001,599174609,599174608,2560211030,5398409207,5444858693,2560210998,267547406,2560211056,498524172"
2432065119,95714170,P,"2432065119,599381072,4923751181,5445083576,95710208,4583424146,267403538,256203480,256216259,267384181,2131732664,366773122,4583424161,329842883,329842936,329842938,329842939,95714170"
265413593,95718585,F_P,"265413593,256187944,403318730,95706947,282545626,282545625,95706943,575282016,265416670,95718585"
95713487,95713321,L,"95713487,1371289386,95709825,95713321"
95715889,95715787,F,"95715889,95715693,95719465,95719462,95719461,2543692910,95719460,2543692913,4017413410,95719459,2543692916,95719458,2543692917,95709334,2543692983,2543692986,95719456,2543692980,2543692977,95719455,95715787"
95713321,95713485,L,"95713321,95709825,1371289386,95713487,5674148930,95713486,2599137955,5674150450,498527991,2442177559,95713485"
1897585123,1897585181,A_O_Z,"1897585123,1897585124,1897585125,1897585130,1897585134,1897585139,1897585153,1897585162,1897585164,1897585169,1897585175,1897585181"
2276473527,5674111323,D,"2276473527,271831009,359390889,518293125,480680081,530445028,5674111324,5674111323"
95711206,3935230507,F,"95711206,389248084,389247221,2543693672,95708534,2543693687,4923463834,4923463832,4923463838,4923463844,3935230481,3935230507"
2432065135,3283178246,M,"2432065135,2577776657,597021879,597021883,390375118,597021918,95717332,597021921,597006455,271820185,2560305505,3283178246"
3937107151,5674107548,D,"3937107151,3937107152,3937107149,95707025,95707015,3937107143,1893016451,1893016455,95708422,1893016459,1893016461,256042113,1893016466,1893016467,1893016468,95708423,95706377,366760741,267425880,5027298052,366760742,5027298053,5027298055,265672728,2599137932,95706378,276305912,95708478,366760651,95707110,2599137920,95713570,5674107548"
95718598,265413593,F,"95718598,1790276514,366771459,366771458,599392535,2580278610,265413593"
5598618125,5027298051,K,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,5398405996,2442177049,2442177048,95714491,574898803,5027298051"
95713485,272048015,E,"95713485,2442177559,498527991,5674150450,2599137955,95713486,5674150449,2590909398,2590909399,1837168494,95714499,271793970,2599137930,95713440,5597844885,265673150,95714498,265673130,5027298038,265672805,95714497,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
5674148941,95718594,E,"5674148941,5674148939,95711358,5674148811,3951044613,2590587323,573919276,722610493,5674148812,722562926,722562922,573919278,95718594"
1918186801,5554742300,A_O_Z,"1918186801,1918190483,3957605097,4595133298,4595133299,4595133300,4595133308,5674257887,95712144,5674257882,5554742300"
3283178246,597031354,M,"3283178246,2560305456,2454980137,3283178240,95720706,2560305476,95722925,2560314252,2560314255,95722926,2585447482,2585447481,2585447490,95722927,597031354"
95718668,95719967,F,"95718668,95719967"
95719967,95718668,F,"95719967,95718668"
2584424865,5674148946,A_O_Z,"2584424865,95714188,5754883279,5754883282,95714189,5674148947,5674148946"
5554742305,5554742310,A_O_Z,"5554742305,5554742306,599176243,5554742307,2578986082,599177029,599177030,5554742308,5554742309,599177031,5554742310"
498524172,2579936417,P,"498524172,2560211056,267547406,2560211004,2560211006,2560211007,2560211008,2560211009,2560211010,2560211011,2560211012,1190339486,1190339479,2560305313,2560305323,2560323393,2560305371,599174610,2579936416,2579936417"
3119663186,95712807,P_W,"3119663186,95712804,95712805,95712806,2849810520,256206203,2849810529,95712807"
3076146959,95719103,G_J_P,"3076146959,5439130110,95719473,5439130117,95719103"
2558584690,3534592785,L,"2558584690,2558584689,2558584688,2558584687,5439281188,5439281191,3534592786,95722485,3534592785"
95711706,95718756,B,"95711706,574932873,2576571715,5439204990,95715870,1919602450,95718756"
3935230507,272954618,F,"3935230507,3935230508,3935230509,3935230510,3935230511,3935230512,3935230513,3935230514,3935230490,5674177716,599394013,2445321698,272954618"
95714499,272048015,M_O_Q_Z,"95714499,271793970,2599137930,95713440,5597844885,265673150,95714498,265673130,5027298038,265672805,95714497,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
429270478,429270479,E,"429270478,5674218700,95719854,429270474,5674218701,2581914771,2581914770,3950753356,3950754057,390381534,2195113346,2195113345,95721279,95721240,429270479"
2558584691,2558584690,L,"2558584691,95708777,282317897,95722501,395032653,95719997,2558584690"
5598618125,5027298044,G,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,5027298046,5027298044"
95718600,95718598,F,"95718600,95718566,95718599,366771110,281257746,721794282,2580278665,95718211,95706738,95718598"
575199593,95715889,F,"575199593,366757114,575199599,95716924,95716880,95715889"
95719855,429270478,E,"95719855,390381599,3950754135,390381308,390381307,3950754134,256191967,3950754123,95716570,390381316,256191966,429270478"
2580189228,95719855,E,"2580189228,256191978,567271067,390381550,95719855"
1834909992,95718049,L,"1834909992,2580279683,95719359,5674218694,2580278633,95717642,2580279701,95718049"
95715787,95717929,F,"95715787,2543693004,2543693007,95719454,95719453,95704036,2543693050,2543693053,95719451,95719449,2543693056,95719448,2543693058,95719447,2543693089,95719446,2543693090,1277210024,2543693092,95719445,95719444,95717929"
564464445,564464462,D_K,"564464445,564468126,95720929,564464454,95720930,4449717166,4449717168,95720931,4449717171,4449717173,95710049,564464462"
1834910071,2580189228,E,"1834910071,95712145,256147780,1834909978,1834910054,1834909977,389227076,256147779,389210110,1834909993,1834910014,1834910082,282545494,95719856,282545493,2580189228"
5598639595,5027298044,J,"5598639595,2607436609,2607436581,2607436589,5598639535,5598639536,2607436588,2607436587,2607436585,2607436584,95708926,5027298046,5027298044"
256192375,95714016,B,"256192375,95718758,95712928,95712925,95718759,256089113,95714016"
95711206,95719967,F,"95711206,274489646,95712789,256192236,95719967"
95719967,95711206,F,"95719967,256192236,95712789,274489646,95711206"
366757108,95718748,G_J,"366757108,575168823,95710466,95718752,95718751,565020620,565020618,95718750,565020622,632003504,95718748"
2580278641,1834910071,E,"2580278641,2580278642,2580278643,2580278644,2580278645,2580278646,2580278612,2580278613,2580278614,2580278615,2580278616,2581501040,2581501042,2581501044,2581501046,3696656841,2581501048,3696656836,2581501050,2581501052,2581501053,1834910078,1834910028,95712304,1834909972,1834910069,1834910071"
2580278629,2580285003,Q,"2580278629,2580278630,2580278631,2580278632,2580278633,5674218707,2580278634,2580278635,2580279702,2580279703,5674257880,2580284996,2580284997,2580284998,2580284999,2580285000,2580285001,2580285002,2580285004,2580285003"
95707022,95718585,E,"95707022,95706950,95718585"
5398417042,3935255037,Q,"5398417042,95710171,5444541568,265383982,3935255024,3935255037"
95718594,95709829,E,"95718594,4092957186,498524153,95709829"
95715558,95715556,M_W,"95715558,597021870,597021872,597021867,95715557,761542977,95715556"
95713485,95713487,L,"95713485,2442177559,498527991,5674150450,2599137955,95713486,5674148930,95713487"
95711204,95711206,F_P,"95711204,95711205,95711206"
95711355,5674148941,E,"95711355,95711356,5674148942,95711357,5674148941"
95711355,95713485,E,"95711355,95711354,2616889097,95713485"
95713485,95711355,E,"95713485,2616889097,95711354,95711355"
1941071656,2276473527,D,"1941071656,265024347,436326295,436326098,277606332,265024393,265673953,95708764,2607436619,2276471061,1907659228,5597988550,5597988531,2276471062,480633509,5598547650,5597988524,95708416,5598460656,4924099066,2338812019,95712768,2276473527"
95709829,4580676107,E,"95709829,95713325,2581919733,2581914786,95718595,4580676107"
5439130117,95719474,G,"5439130117,95719473,5439130110,3076146959,95719474"
5674107548,1941071656,D,"5674107548,95713570,2599137921,2599137922,2599137923,2599137924,265672725,256027331,366760729,267425935,366760730,267425936,366760731,366760732,258592815,258592971,1853579925,3119662935,95707124,3937107129,1853579928,3937107128,3937107127,3937107126,5674097170,95707123,5727299822,5727299821,3937107112,3937107130,3937107131,3937107132,3937107133,3937107134,3937107135,3937107136,3937107137,3937107138,3937107139,3937107140,3937107141,1907555876,1941071656"
95715556,596986226,M_W,"95715556,2577777830,390375019,256206397,596986226"
95719198,4449717149,D_K,"95719198,4449717141,4449717143,4449717144,95718193,4449717149"
575319453,95711362,A_O_Z,"575319453,376069890,2558780910,2558780913,2558780916,376069909,1815032088,2195113333,2195113334,1366303489,272162096,95709168,95711361,2560305184,95711362"
5674107548,95712924,Q,"5674107548,95714486,267566213,366759675,366759673,366759674,95721857,366759679,95713627,267566759,95712924"
429270479,2581914786,E,"429270479,721806724,429270486,95718595,2581914786"
95712924,5674107548,D_P,"95712924,267566759,95713627,366759679,95721857,366759674,366759673,366759675,267566213,95714486,5674107548"
256192375,1919602452,B,"256192375,95718757,1919602417,95719333,95711704,1919602452"
564442932,95719198,D_K,"564442932,256228861,256229557,95714480,4449717120,560997805,4449717125,4449717127,4449717128,95720925,4449717131,95710030,4449717135,95719198"
2849846600,95721868,Q,"2849846600,95721804,4070460099,4070460100,4070460101,4070460098,95721864,4070460097,95721865,95715778,95720652,2849848119,95721867,95721152,256193939,95721868"
2580279694,2581501095,P,"2580279694,5674218708,95717642,599392133,599392132,2580278636,577483219,599392131,2580278640,577483177,428895516,599392222,599392223,599392224,599392221,2581501123,2581501105,3696656844,599392220,3696656845,2581501095"
4449717149,564464445,D_K,"4449717149,4449717151,256227991,4449717154,95720926,4449717158,256227949,256227864,4449717162,564468105,4449717164,4449717165,564468121,4079474012,564464445"
95721871,95721152,D_K_P,"95721871,95711311,256012267,95721868,256193939,95721152"
5674107548,2599137935,P,"5674107548,95713570,2599137921,2599137922,2599137923,2599137924,2599137925,2599137926,2599137928,2599137932,2599137933,2599137934,5027298050,2599137935"
5274411946,95713485,O_Z,"5274411946,95714190,5674148819,573899576,573899581,5674148815,5674148816,95711357,5674148942,95711356,95711355,95711354,2616889097,95713485"
271823761,2579936417,A_O_Z,"271823761,4924139009,267547406,2560211004,2560211006,2560211007,2560211008,2560211009,2560211010,2560211011,2560211012,1190339486,1190339479,2560305313,2560305323,2560323393,2560305371,599174610,2579936416,2579936417"
366761718,95712808,Q,"366761718,125001847,366761719,366761720,95711280,95722263,3935232671,3977496827,95712808"
5554742300,5554742305,A_O_Z,"5554742300,1836075454,5554742301,599176178,5554742302,5554742303,5554742304,5554742305"
4223226711,95711204,F_P,"4223226711,720449863,720449865,2543693623,95711204"
564464462,95721871,D_K_P,"564464462,395133442,95716339,95721874,564464464,95715286,95721871"
5674107548,564442932,D_K,"5674107548,95714486,267566213,366759675,366759673,366759674,95721857,366760644,95714484,265489735,95713294,256229461,564442932"
3900962592,95717604,M_W,"3900962592,366761258,95719227,275740927,275740926,271743552,95715421,4268393103,95717604"
498524172,498524166,Q,"498524172,498524168,498524166"
2580285987,2580285993,Q,"2580285987,2580285988,2580285989,2580285990,2580285991,2580285992,2580285993"
366764149,2432065119,P,"366764149,366764150,395030214,366764151,366764152,95715586,366763919,366763920,5674266545,95715589,5674263057,2432065119"
95721152,95721804,D_P,"95721152,95721867,2849848119,95720652,95715778,95721865,4070460097,95721864,4070460098,4070460101,4070460100,4070460099,95721804"
530445028,566900815,A_L,"530445028,5674111324,5674111323,480680078,265024842,3942353121,5598433943,3942353124,3942353116,3942353115,3942353114,3942353113,3942353112,3942353111,3942353131,3942353132,5598433939,3942353096,277046658,95712770,3078996367,273245111,566900815"
5674111323,566900815,W,"5674111323,480680078,265024842,3942353121,5598433943,3942353124,3942353116,3942353115,3942353114,3942353113,3942353112,3942353111,3942353131,3942353132,5598433939,3942353096,277046658,95712770,3078996367,273245111,566900815"
5598618125,2607436578,V,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,2599137938,265672740,95708927,95708928,559660030,2607436607,552702761,552702747,95708929,5598639594,95708930,265674200,2607436579,95708931,2607436578"
566900815,95712762,A_L_W,"566900815,271830416,3921122579,566900839,3921122580,95712771,2588617974,518297464,265024841,272591451,95712762"
559739124,272048015,G,"559739124,490515026,5027298044,5027298046,95708926,2599137938,2607436584,2599137939,2607436597,5027298043,2599137940,5597886710,2599137941,5027298041,2599137942,2599137961,2599137943,5027298039,2599137944,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
271794589,95713485,M_O,"271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,5597844894,5027298037,2599137946,5027298036,2599137947,5027298035,5597844884,2599137948,2599137949,2599137950,2599137951,2599137952,2599137959,271793460,573866681,498527997,498527999,5674150446,2599137960,498527991,2442177559,95713485"
1919602452,95711706,B,"1919602452,95711705,95711706"
3935255015,3935230614,Q,"3935255015,256024716,1277210013,366767420,3935230615,5674124848,95718990,3935230613,3935230614"
5598618125,5027298040,F,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,5027298040"
4595133310,2578985048,O_Z,"4595133310,4595133309,4595133298,3957605097,1918190483,1918186801,1585799483,1585799479,1585799472,1585799459,1585799419,1585799430,1585799446,1585799451,1585799438,1585799424,1585799411,1585799400,1585799387,5674257896,1585799091,395032401,2578985048"
5674111323,436326295,D,"5674111323,5674111324,530445028,480680081,518293125,359390889,271831009,2276473527,95712768,2338812019,4924099066,5598460656,95708416,5597988524,5598547650,480633509,2276471062,5597988531,5597988550,1907659228,2276471061,2607436619,95708764,265673953,265024393,277606332,436326098,436326295"
95717929,95718604,F,"95717929,95718608,281258036,281258035,95718607,95718606,95718605,95715424,95718604"
2580278641,2581501073,Q,"2580278641,2580278642,2580278643,2580278644,2580278645,2580278646,2580278612,2580278613,2580278614,2580278615,2580278616,2581501040,3696656843,2580278617,366768700,3696656842,2581501073"
95718756,256192375,B,"95718756,95715874,95718757,256192375"
1897585102,1897585123,A_O_Z,"1897585102,1897585100,1897585115,1897585123"
4580676107,95707022,E,"4580676107,575294533,575231415,95718020,95718596,95715930,390382623,95707022"
256038126,95718742,G_J,"256038126,95718745,4005153477,1919602439,4005153474,1919602449,95714397,366756931,95718744,95718743,1919602421,95718742"
5598618125,95713485,E_Z,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,5597844894,5027298037,2599137946,5027298036,2599137947,5027298035,5597844884,2599137948,2599137949,2599137950,2599137951,2599137952,2599137959,271793460,573866681,498527997,498527999,5674150446,2599137960,498527991,2442177559,95713485"
95713942,95713476,B,"95713942,95718760,720459148,95713476"
95718748,2853084955,G_J,"95718748,575199192,366756945,95718747,5439204999,2853084955"
95718672,95713942,B,"95718672,4069438891,4069438890,1919602424,4069438889,256089740,4069438888,4069438887,95718761,95715714,95713942"
436326295,3937107151,D_V,"436326295,265024347,1941071656,1907555876,3937107150,3937107151"
95721868,95715286,Q,"95721868,256012267,95711311,95721871,95715286"
95717425,95719227,M_W,"95717425,95717604,4268393103,95715421,271743552,275740926,275740927,95719227"
5398189131,597474378,A,"5398189131,4277686052,5439086435,4277686053,95710209,4923751209,95718943,597474378"
271794589,2607436578,X,"271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,2599137938,265672740,95708927,95708928,559660030,2607436607,552702761,552702747,95708929,5598639594,95708930,265674200,2607436579,95708931,2607436578"
559341578,95718672,B,"559341578,490518241,559726570,256192424,95718286,4878658886,559708641,95710231,4878658885,4878658884,1926665933,4878658883,95718672"
95718672,559341578,B,"95718672,4878658883,1926665933,4878658884,4878658885,95710231,559708641,4878658886,95718286,256192424,559726570,490518241,559341578"
5674148946,575319453,A_O_Z,"5674148946,95714190,5274411946,5274411945,95714191,5674150456,272162288,5674150455,95714192,5674148945,5674148943,2590805891,276828085,5674148800,575319453"
265674141,5598639595,X,"265674141,302080327,560987583,480636211,559375075,95718917,561034292,4924099062,5598547656,5598227109,2276471060,5597988531,5597988550,1907659228,2276471061,2607436619,2607436618,5674106218,5597932613,2607436576,2607436617,2607436615,2607436614,5597932575,2607436613,2607436611,2607436610,5598639595"
95715572,366761718,Q,"95715572,2432065087,95715571,2432065146,2432065103,2432065123,95715570,5149072048,2432065105,2432065081,95715569,3897735412,2585447513,5352536573,5352536581,5352536579,5352536580,5352536591,95710201,5352536578,5352536576,5352536577,5352536584,5352536585,5352536571,5352536586,5352536583,5352536587,5352536572,366761717,366761718"
599177597,1897585102,A_O_Z,"599177597,2578995413,599177599,599177603,1897585090,1897585091,1897585092,1897585096,1897585104,1897585102"
2853084955,95718750,G,"2853084955,5439204999,95718747,366756945,575199192,95718748,632003504,565020622,95718750"
95715578,95715582,P,"95715578,95715579,395030682,3935240172,597499425,95715580,2765427648,95715581,3935240167,2765427650,597499429,2765427651,2432065144,95715582"
2579936417,2579936421,A_O_Z,"2579936417,2579936423,2579936432,2579936418,5461052801,2579936419,2579936420,2579936446,2579936421"
95718604,95718600,F,"95718604,95718603,95718602,95718601,95718600"
429270479,429270474,L,"429270479,95721240,95721279,2195113345,2195113346,390381534,3950754057,3950753356,2581914770,2581914771,5674218701,429270474"
395032653,1834909992,L,"395032653,95722501,282317897,95708777,1834815898,1834815875,95721045,95711703,95715705,1834910047,1834910058,2585736536,1834909956,95721968,1834910015,1834909973,1834909991,1834909992"
2581914786,573919278,E,"2581914786,2581919733,95713325,95709829,498524153,4092957186,95718594,573919278"
95713485,2584424865,O_Z,"95713485,2616889097,95711354,2558780688,95713484,2584424865"
364125326,5398417042,Q,"364125326,95720937,95717957,4731528578,4731528569,5444541571,256193924,5398417042"
5398417042,364125326,P,"5398417042,256193924,5444541571,4731528569,4731528578,95717957,95720937,364125326"
2599137935,272048015,K_P,"2599137935,2599137936,2599137937,2607436599,5027298049,5027298045,2599137938,2607436584,2599137939,2607436597,5027298043,2599137940,5597886710,2599137941,5027298041,2599137942,2599137961,2599137943,5027298039,2599137944,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"
1897585181,3952968558,A_O_Z,"1897585181,1897585195,1897585199,1897585201,1897585203,1897585204,1897585207,3952968482,3952968483,3952968484,3952968485,3952968486,3952968487,3952968488,3952968489,3952968490,3952968491,3952968558"
5554742310,599177597,A_O_Z,"5554742310,5554742311,2578986092,2589593299,1596335739,395031701,599177032,267529220,599177033,599177034,599177035,95715973,599177594,599177597"
2607436578,436326295,V,"2607436578,559373757,559748659,5674106219,2276471063,95708764,265673953,265024393,277606332,436326098,436326295"
95715714,95718672,B,"95715714,95718761,4069438887,4069438888,256089740,4069438889,1919602424,4069438890,4069438891,95718672"
3935230614,3935230640,Q,"3935230614,3935230628,3935230630,3935230629,3935230631,3935230632,3935230633,3935230634,3935230636,3935230640"
5598618125,559341578,B,"5598618125,5597845822,5598617795,5598617796,5597844917,5598617801,5601534497,5598617798,5597844915,5598617794,5597845821,5598617793,5597844914,271794589,5601534480,5601534481,5601534491,5674097191,265672754,2599137945,95714497,265672774,5208846550,265672765,95714496,265672760,5027298042,5598639524,5597886711,95710220,95714494,95714492,490515027,5027298048,5027298047,95708926,5398405996,2442177049,2442177048,95714491,367776780,559735588,559735587,95718762,559341578"
95714016,95715714,B,"95714016,265397420,720459158,95713476,720459148,95718760,95713942,95715714"
3935230640,5439130117,Q,"3935230640,5674177706,3935230635,5674177704,3935230649,5398408840,3935230592,3935230591,3935230590,3935230589,3935230588,3935230587,3935230586,3935230585,5398408837,3935230584,95706323,565042046,3935167393,3935167241,95719103,5439130117"
95712762,2584424865,A,"95712762,272591451,265024841,518297464,2588617974,95712771,3921122580,566900839,3921122579,271830416,566900815,273245111,3078996367,95712770,277046658,3942353096,5598433938,3942353118,3942353130,3942353123,5598433941,3942353082,5599926118,5599954324,95716931,5599954334,559373141,3942688440,5599935583,3942697369,3942441826,3942441827,3942441828,3942441819,3942697375,5674150448,3942697370,3942697382,3942697385,5599935566,3942697393,95716933,3942441847,3942441839,3942697386,5599935572,3942697388,95716934,95713435,5600009205,271743218,498650431,95717603,95713482,2584424877,95713483,2584424871,2584424867,95713484,2584424865"
95712808,2849810514,Q,"95712808,2849810528,256206204,2849810527,95712807,2849810529,256206203,2849810520,95712806,95712805,95712804,3119663186,2849810514"
559341578,272048015,B,"559341578,95718762,559735587,559735588,367776780,95714491,2599137936,2599137937,2607436599,5027298049,5027298045,2599137938,2607436584,2599137939,2607436597,5027298043,2599137940,5597886710,2599137941,5027298041,2599137942,2599137961,2599137943,5027298039,2599137944,2599137945,265672754,5674097191,5601534491,5601534481,5601534480,271794589,3933340526,5598638811,5601534492,3933340530,272048015"